transaction_id,customer_id,transaction_date,transaction_amount,transaction_type,category,payment_method,customer_segment,merchant_name,city
4246,10220,21-07-2025,18825.14,Debit,Travel,Debit Card,Retail,"Lad, Korpal and Pandya",Chennai
8107,10035,21-07-2025,5573.77,Debit,Travel,Debit Card,Retail,Sahota-Gole,Kolkata
507,10015,21-07-2025,45813.58,Debit,Electronics,Credit Card,Retail,"Dubey, Sachar and Baria",Pune
1124,10360,21-07-2025,3295.21,Debit,Entertainment,UPI,Retail,"Walia, Nath and Oza",Pune
5884,10088,21-07-2025,3983.89,Debit,Entertainment,UPI,Retail,"Rajagopal, Bansal and Bhavsar",Bangalore
7355,10023,21-07-2025,10916.71,Debit,Electronics,UPI,Retail,Sur-Agarwal,Kolkata
1678,10027,21-07-2025,54850.17,Credit,Electronics,UPI,Corporate,"Bansal, Chawla and Das",Delhi
2296,10185,21-07-2025,328.36,Debit,Entertainment,UPI,Retail,Bansal-Sengupta,Bangalore
6973,10314,21-07-2025,1159.61,Credit,Utilities,UPI,Corporate,Raval-Comar,Mumbai
5435,10026,21-07-2025,6264.32,Debit,Entertainment,Credit Card,Corporate,"Karpe, Bassi and Varughese",Delhi
9010,10364,21-07-2025,6110.71,Debit,Entertainment,UPI,Corporate,"Palla, Soman and Ratta",Hyderabad
3075,10023,21-07-2025,3189.51,Debit,Shopping,Credit Card,Retail,Kapoor-Dhar,Mumbai
4555,10223,21-07-2025,61375.93,Debit,Electronics,UPI,Corporate,Gour-Munshi,Delhi
2230,10119,21-07-2025,11097.82,Debit,Travel,Credit Card,Premium,Oak-Dash,Hyderabad
2440,10399,21-07-2025,10244.82,Debit,Electronics,Credit Card,Retail,"Loke, Balan and Tandon",Pune
3981,10399,21-07-2025,2547.38,Debit,Utilities,UPI,Retail,"Rai, Manda and Pall",Pune
7692,10115,21-07-2025,1075.16,Debit,Food,UPI,Premium,"Dave, Pandit and Bhattacharyya",Pune
8951,10367,21-07-2025,4480.9,Debit,Healthcare,Debit Card,Retail,Sule-Kale,Hyderabad
6094,10276,21-07-2025,21685.47,Debit,Healthcare,Credit Card,Corporate,Krishnan-Brahmbhatt,Chennai
3555,10419,21-07-2025,833.09,Debit,Entertainment,UPI,Retail,"Bhardwaj, Mann and Sankaran",Hyderabad
285,10122,21-07-2025,1861.36,Debit,Utilities,Debit Card,Retail,"Narula, Tandon and Majumdar",Delhi
1431,10431,21-07-2025,2546.33,Debit,Shopping,UPI,Retail,Char Inc,Mumbai
1590,10174,21-07-2025,10905.17,Debit,Healthcare,UPI,Retail,"Raval, Sood and Sastry",Kolkata
2719,10318,21-07-2025,19173.57,Debit,Healthcare,Debit Card,Premium,Kala-Varughese,Chennai
1461,10108,21-07-2025,1757.3,Debit,Entertainment,Debit Card,Retail,"Wable, Doctor and Sanghvi",Bangalore
7273,10262,21-07-2025,3387.11,Debit,Shopping,UPI,Retail,Deo LLC,Hyderabad
5278,10070,21-07-2025,1531.1,Debit,Entertainment,Debit Card,Retail,"Lad, Maharaj and Thakkar",Bangalore
5948,10159,21-07-2025,5319.13,Debit,Travel,Credit Card,Corporate,Ratti Group,Kolkata
1996,10113,21-07-2025,839.8,Credit,Food,UPI,Premium,Edwin LLC,Pune
6055,10210,21-07-2025,5157.53,Debit,Entertainment,UPI,Premium,Puri-Tank,Delhi
927,10326,21-07-2025,1294.11,Debit,Entertainment,Credit Card,Retail,"Mallick, Sethi and Wason",Bangalore
1913,10040,21-07-2025,19934.02,Debit,Travel,UPI,Retail,"Keer, Ramesh and Shan",Bangalore
5284,10111,21-07-2025,13421.53,Debit,Healthcare,Net Banking,Retail,Sridhar-Padmanabhan,Pune
7122,10149,21-07-2025,6307,Debit,Travel,UPI,Premium,Bhatia-Saxena,Chennai
6061,10326,21-07-2025,21965.44,Debit,Electronics,Debit Card,Retail,"Kota, Sur and Char",Bangalore
4393,10012,21-07-2025,14791.19,Debit,Healthcare,UPI,Premium,Seshadri Inc,Kolkata
2367,10020,21-07-2025,1053.51,Debit,Shopping,Debit Card,Retail,Hari-Kibe,Mumbai
2358,10133,21-07-2025,799,Debit,Shopping,Debit Card,Retail,Mand-Hayre,Pune
4596,10107,22-07-2025,5105.23,Debit,Shopping,UPI,Premium,"Chopra, Das and Sehgal",Delhi
6265,10304,22-07-2025,689.78,Debit,Food,Debit Card,Retail,"Batta, Vohra and Rau",Delhi
587,10004,22-07-2025,504.83,Debit,Utilities,Credit Card,Retail,"Sampath, Nayar and Raghavan",Chennai
2771,10107,22-07-2025,843.08,Debit,Shopping,Credit Card,Retail,Nadig Ltd,Hyderabad
1743,10424,22-07-2025,39157.33,Debit,Electronics,Credit Card,Retail,"Halder, Badami and Rajagopalan",Chennai
8279,10143,22-07-2025,21710.1,Credit,Electronics,UPI,Retail,Gokhale-Palla,Delhi
7111,10201,22-07-2025,14966,Debit,Travel,UPI,Retail,"Chander, Patel and Shere",Kolkata
666,10052,22-07-2025,2716.46,Debit,Healthcare,UPI,Retail,Mahal Ltd,Pune
1189,10067,22-07-2025,310.67,Debit,Food,UPI,Retail,Kaur-Tara,Kolkata
2366,10376,22-07-2025,1134.22,Debit,Healthcare,UPI,Retail,Sundaram-Tandon,Bangalore
4052,10326,22-07-2025,14403.58,Debit,Travel,Net Banking,Retail,Oommen-Ram,Mumbai
1462,10347,22-07-2025,3430.55,Credit,Shopping,Credit Card,Retail,Magar-Khurana,Kolkata
7044,10342,22-07-2025,1059.97,Debit,Utilities,UPI,Premium,Naidu Group,Pune
6871,10337,22-07-2025,2487.44,Debit,Utilities,UPI,Premium,Rastogi-Sachar,Chennai
6384,10441,22-07-2025,14592.85,Debit,Electronics,UPI,Retail,Rege PLC,Delhi
9126,10107,22-07-2025,28967.59,Debit,Travel,Credit Card,Premium,Lal and Sons,Chennai
6607,10295,22-07-2025,1943.85,Debit,Entertainment,Credit Card,Corporate,Yadav Ltd,Mumbai
7047,10436,22-07-2025,37287.51,Debit,Electronics,UPI,Retail,Thaman-Kala,Bangalore
9101,10195,22-07-2025,755.23,Debit,Food,Net Banking,Premium,"Ray, Parsa and Raju",Kolkata
631,10341,22-07-2025,4409.09,Debit,Entertainment,Credit Card,Premium,"Bhattacharyya, Bera and Tak",Bangalore
5611,10409,22-07-2025,507.82,Debit,Utilities,Credit Card,Retail,"Ramakrishnan, Badal and Sengupta",Chennai
4069,10425,23-07-2025,14129.1,Debit,Travel,Credit Card,Retail,Kadakia Group,Hyderabad
1030,10314,23-07-2025,3366.99,Debit,Entertainment,UPI,Retail,Sunder-Swaminathan,Delhi
3400,10441,23-07-2025,3650.7,Debit,Entertainment,Credit Card,Premium,"Kara, Bhagat and Manda",Hyderabad
2100,10055,23-07-2025,1369.12,Debit,Utilities,UPI,Retail,Kapadia Inc,Pune
2629,10448,23-07-2025,2449.95,Debit,Utilities,UPI,Premium,"Basu, Dube and Gill",Bangalore
6805,10256,23-07-2025,2204.67,Debit,Utilities,UPI,Premium,Dash Group,Bangalore
6319,10282,23-07-2025,830.11,Debit,Food,Debit Card,Premium,Vora Group,Bangalore
1555,10355,23-07-2025,13719.75,Debit,Electronics,Credit Card,Retail,"Gole, Saha and Edwin",Pune
3494,10041,23-07-2025,4473.12,Credit,Shopping,UPI,Retail,"Chaudry, Mitra and Mitra",Kolkata
6005,10425,23-07-2025,2204.14,Debit,Entertainment,Credit Card,Corporate,"Bath, Dhar and Tripathi",Kolkata
7287,10140,23-07-2025,42914.16,Debit,Electronics,UPI,Premium,"Nair, Krishna and Soni",Bangalore
4210,10334,23-07-2025,4539.73,Debit,Travel,Debit Card,Premium,Batra-Gole,Delhi
151,10406,23-07-2025,18348.79,Debit,Travel,Debit Card,Retail,"Bhatnagar, Yogi and Rout",Pune
5442,10141,23-07-2025,378.47,Debit,Food,UPI,Premium,Swamy-Sekhon,Mumbai
8428,10034,23-07-2025,14794.95,Debit,Healthcare,UPI,Retail,"Mand, Bora and Bawa",Bangalore
1871,10011,23-07-2025,1008.67,Debit,Food,Credit Card,Premium,"Chand, Dhingra and Bhasin",Mumbai
204,10136,23-07-2025,3624.65,Debit,Entertainment,Credit Card,Retail,Chaudhry LLC,Bangalore
8644,10074,23-07-2025,1015.59,Debit,Utilities,UPI,Retail,Soni-Kata,Mumbai
7359,10383,23-07-2025,832.19,Debit,Utilities,Credit Card,Retail,Butala Inc,Mumbai
488,10282,23-07-2025,741.69,Debit,Food,Credit Card,Corporate,Thaker and Sons,Pune
4187,10043,23-07-2025,3541.09,Debit,Healthcare,UPI,Premium,Baral-Gokhale,Chennai
4901,10091,23-07-2025,316.33,Debit,Utilities,Debit Card,Retail,Bera-Sanghvi,Kolkata
3222,10252,23-07-2025,10584.05,Debit,Electronics,UPI,Retail,Kashyap Ltd,Mumbai
301,10264,23-07-2025,491.22,Debit,Entertainment,UPI,Retail,"Pau, Talwar and Varkey",Hyderabad
649,10308,23-07-2025,2430.76,Debit,Utilities,UPI,Retail,Ram-Deshpande,Bangalore
390,10090,23-07-2025,3717.68,Debit,Utilities,Debit Card,Premium,Yogi-Jayaraman,Kolkata
253,10010,23-07-2025,6495.17,Credit,Utilities,Credit Card,Corporate,"Minhas, Apte and Narain",Hyderabad
8623,10398,23-07-2025,677.67,Debit,Food,Debit Card,Premium,Cherian-Suresh,Mumbai
3029,10071,24-07-2025,2784.47,Credit,Entertainment,UPI,Retail,Madan Group,Mumbai
1951,10182,24-07-2025,7164.22,Debit,Electronics,Credit Card,Retail,Mangat Ltd,Hyderabad
1268,10227,24-07-2025,10638.9,Debit,Travel,Debit Card,Retail,Nadkarni PLC,Chennai
7334,10162,24-07-2025,16999.31,Debit,Travel,UPI,Premium,Ramakrishnan-Prabhakar,Pune
8536,10019,24-07-2025,2247.62,Debit,Entertainment,UPI,Premium,Jha PLC,Pune
1482,10177,24-07-2025,276.22,Credit,Food,Credit Card,Premium,"Khare, Sinha and Yadav",Delhi
6908,10407,24-07-2025,18191.63,Debit,Healthcare,UPI,Premium,"Thaker, Tripathi and Gill",Mumbai
9240,10091,24-07-2025,36048.4,Debit,Travel,UPI,Corporate,"Kala, Wable and Varty",Kolkata
2291,10427,24-07-2025,19491.06,Debit,Travel,Credit Card,Premium,Soni-Rama,Pune
303,10185,24-07-2025,1196.11,Debit,Food,Debit Card,Corporate,Lal-Kala,Hyderabad
1046,10166,24-07-2025,1962.83,Debit,Utilities,Debit Card,Retail,"Suri, Naidu and Dayal",Delhi
1619,10097,24-07-2025,2709.02,Debit,Utilities,UPI,Premium,Choudhry-Ramesh,Pune
7436,10442,24-07-2025,13502.82,Debit,Healthcare,Credit Card,Retail,Sangha-Mane,Bangalore
818,10052,24-07-2025,9182.05,Credit,Travel,UPI,Retail,Sha PLC,Pune
8903,10073,24-07-2025,969.55,Debit,Food,Debit Card,Premium,Sachar LLC,Bangalore
7685,10156,24-07-2025,552.88,Debit,Utilities,Credit Card,Retail,"Ramaswamy, Bhatia and Dewan",Delhi
4230,10439,24-07-2025,232.96,Debit,Food,UPI,Retail,"Kala, Solanki and Minhas",Chennai
7809,10121,24-07-2025,16562.85,Debit,Travel,UPI,Corporate,Mody PLC,Hyderabad
4227,10169,24-07-2025,2141.7,Debit,Shopping,UPI,Retail,Lad PLC,Mumbai
7835,10269,24-07-2025,1091.06,Debit,Utilities,Credit Card,Premium,Bansal and Sons,Chennai
6564,10228,24-07-2025,13298.36,Debit,Healthcare,Debit Card,Premium,Madan LLC,Hyderabad
5014,10438,24-07-2025,3358.96,Debit,Shopping,UPI,Retail,Dhawan Group,Hyderabad
501,10073,24-07-2025,14566.91,Debit,Travel,UPI,Retail,"Talwar, Mangat and Hayer",Pune
3139,10207,24-07-2025,8061.01,Debit,Healthcare,UPI,Retail,Dayal-Sha,Chennai
4180,10253,24-07-2025,4933.29,Debit,Healthcare,Credit Card,Retail,Virk and Sons,Pune
6001,10333,24-07-2025,830.67,Debit,Food,Debit Card,Premium,Varma Inc,Mumbai
7843,10427,24-07-2025,548.79,Debit,Entertainment,Credit Card,Retail,Bajwa-Setty,Chennai
8626,10193,24-07-2025,3804.91,Debit,Entertainment,UPI,Premium,Palla Group,Mumbai
4390,10294,25-07-2025,418.98,Debit,Utilities,UPI,Retail,Aggarwal-Kumer,Hyderabad
7846,10164,25-07-2025,13061.74,Debit,Travel,UPI,Retail,"Nayak, Walla and Zacharia",Bangalore
2848,10005,25-07-2025,9777.04,Debit,Travel,Debit Card,Premium,"Ramesh, Rajagopal and Handa",Kolkata
2186,10276,25-07-2025,47100.33,Credit,Electronics,Debit Card,Retail,Doshi-Mall,Hyderabad
4503,10078,25-07-2025,1078.1,Debit,Utilities,UPI,Retail,Mander-Batta,Pune
1565,10038,25-07-2025,12427.91,Debit,Healthcare,UPI,Retail,"Murthy, Banerjee and Patla",Pune
7631,10204,25-07-2025,7584.77,Debit,Healthcare,Credit Card,Retail,"Shetty, Kar and Wadhwa",Mumbai
3074,10354,25-07-2025,289.77,Credit,Food,UPI,Retail,Karpe Inc,Kolkata
3884,10215,25-07-2025,381.47,Debit,Food,UPI,Premium,"Kapoor, Saini and Sastry",Kolkata
7451,10055,25-07-2025,2284.72,Credit,Entertainment,UPI,Retail,Vala-Palla,Mumbai
5772,10136,25-07-2025,14978.98,Debit,Travel,Debit Card,Retail,Garde LLC,Hyderabad
6778,10410,25-07-2025,417.39,Debit,Food,Debit Card,Retail,Mody PLC,Bangalore
6453,10440,25-07-2025,6739.98,Credit,Healthcare,Credit Card,Retail,Oak LLC,Pune
8217,10010,25-07-2025,3032.74,Debit,Shopping,UPI,Retail,"Tailor, Swaminathan and Chahal",Delhi
5791,10183,25-07-2025,10159.61,Debit,Travel,UPI,Premium,Desai-Tata,Delhi
7063,10103,25-07-2025,34823.41,Debit,Electronics,UPI,Retail,"Choudhury, Baria and Dhar",Delhi
5182,10073,25-07-2025,12528.7,Debit,Healthcare,UPI,Retail,Chokshi and Sons,Delhi
313,10410,25-07-2025,2456.31,Debit,Travel,UPI,Retail,"Bhakta, Dara and Nigam",Pune
3419,10108,25-07-2025,20857.28,Debit,Electronics,Credit Card,Premium,Vala-Merchant,Bangalore
2728,10205,25-07-2025,6108.24,Debit,Travel,Credit Card,Retail,"Chad, Bahl and Sandal",Delhi
7017,10449,25-07-2025,3999.57,Debit,Healthcare,Credit Card,Retail,Narain-Jha,Pune
860,10210,25-07-2025,3182.76,Debit,Travel,Debit Card,Retail,Sundaram-Borra,Hyderabad
3324,10322,25-07-2025,12506.84,Debit,Travel,Debit Card,Retail,Bhandari and Sons,Mumbai
2112,10244,25-07-2025,8454.42,Credit,Travel,Debit Card,Premium,"Sunder, Swamy and Dara",Chennai
3426,10043,25-07-2025,3287.87,Debit,Shopping,Credit Card,Retail,Misra LLC,Hyderabad
9260,10296,25-07-2025,1083.68,Debit,Shopping,UPI,Retail,Joshi Ltd,Pune
5839,10351,25-07-2025,2535.93,Credit,Entertainment,Debit Card,Retail,Sant-Dani,Chennai
886,10410,25-07-2025,5213.8,Debit,Travel,Credit Card,Retail,"Grover, Badami and Mangal",Chennai
3695,10067,25-07-2025,5503.71,Debit,Healthcare,Debit Card,Retail,Tata-Shetty,Mumbai
9053,10010,26-07-2025,4916.9,Debit,Electronics,UPI,Retail,Dhar-Chhabra,Chennai
6104,10106,26-07-2025,734.14,Credit,Food,UPI,Retail,Bhandari Group,Kolkata
8807,10193,26-07-2025,1834.94,Debit,Entertainment,Credit Card,Retail,Magar Group,Bangalore
811,10073,26-07-2025,789.39,Debit,Food,UPI,Retail,Gupta-Bumb,Hyderabad
2378,10148,26-07-2025,60123.45,Debit,Electronics,Credit Card,Premium,"Oza, Prakash and Kara",Chennai
5990,10014,26-07-2025,675.86,Credit,Food,UPI,Retail,Chakraborty-Ghose,Hyderabad
1870,10071,26-07-2025,55681.58,Debit,Electronics,UPI,Premium,Muni-Mukherjee,Pune
676,10436,26-07-2025,5902.2,Debit,Entertainment,UPI,Premium,Karan-Tank,Kolkata
3026,10133,26-07-2025,5921.86,Debit,Healthcare,UPI,Retail,Patel-Kata,Pune
5177,10057,26-07-2025,13335.96,Debit,Healthcare,UPI,Retail,Dhillon-Doctor,Chennai
8047,10205,26-07-2025,595.27,Debit,Food,Debit Card,Retail,Goyal Ltd,Kolkata
6771,10293,26-07-2025,1076.27,Debit,Entertainment,UPI,Premium,Kala-Sangha,Kolkata
2355,10191,26-07-2025,10997.61,Debit,Healthcare,Credit Card,Retail,Yohannan-Sehgal,Bangalore
9070,10066,26-07-2025,2411.25,Credit,Healthcare,UPI,Retail,Narasimhan-Sheth,Delhi
1923,10349,26-07-2025,32120.7,Debit,Electronics,Net Banking,Retail,Sura-Basak,Hyderabad
7813,10165,26-07-2025,172.38,Debit,Food,Credit Card,Retail,"Goswami, Kota and Bora",Mumbai
1693,10179,26-07-2025,2662.58,Debit,Entertainment,UPI,Premium,Wason-Gupta,Mumbai
4130,10296,26-07-2025,3052.27,Debit,Electronics,UPI,Retail,"Tella, Bedi and Dyal",Mumbai
3102,10276,26-07-2025,5801.59,Debit,Shopping,UPI,Premium,Zacharia-Tank,Kolkata
239,10288,26-07-2025,14789.02,Debit,Healthcare,Credit Card,Premium,Cheema PLC,Mumbai
2107,10338,26-07-2025,43573.07,Debit,Travel,Debit Card,Corporate,"Ranganathan, More and Sharma",Pune
1364,10200,26-07-2025,14486.43,Debit,Healthcare,UPI,Premium,Bera-Wali,Delhi
7323,10323,27-07-2025,5211.79,Debit,Entertainment,Credit Card,Corporate,Prabhu-Sule,Hyderabad
5889,10025,27-07-2025,16414.73,Debit,Travel,Net Banking,Retail,"Varkey, Dhaliwal and Pandey",Chennai
5585,10106,27-07-2025,1999.57,Debit,Entertainment,UPI,Retail,Sachar LLC,Delhi
5637,10239,27-07-2025,18870.56,Debit,Travel,Credit Card,Premium,Hari Inc,Mumbai
8772,10066,27-07-2025,6738.43,Debit,Travel,UPI,Retail,"Ratta, Ramesh and Hegde",Delhi
5741,10067,27-07-2025,6764.07,Debit,Shopping,UPI,Premium,Dalal-Gokhale,Chennai
1,10013,27-07-2025,20603.39,Debit,Electronics,Credit Card,Retail,Menon and Sons,Chennai
1924,10265,27-07-2025,19708.17,Debit,Electronics,Debit Card,Retail,"Savant, Saxena and Oak",Pune
3215,10332,27-07-2025,6132.77,Debit,Travel,UPI,Retail,Jaggi-Sur,Chennai
178,10226,27-07-2025,370.71,Debit,Food,Credit Card,Retail,"Lall, Natarajan and Dyal",Pune
2993,10293,27-07-2025,7467.95,Debit,Shopping,UPI,Corporate,Raman Inc,Bangalore
3604,10220,27-07-2025,1052.34,Debit,Utilities,Net Banking,Retail,Dixit-Jani,Bangalore
2763,10212,27-07-2025,20034.89,Debit,Travel,Credit Card,Premium,"Hayer, Sani and Mutti",Hyderabad
133,10119,27-07-2025,275.86,Debit,Food,Credit Card,Premium,Rege-Ahuja,Kolkata
2351,10376,27-07-2025,817.9,Debit,Food,Debit Card,Premium,Borah-Raja,Delhi
6656,10336,28-07-2025,9840.82,Debit,Healthcare,Debit Card,Premium,Dyal Group,Pune
4165,10043,28-07-2025,4848.16,Debit,Utilities,UPI,Corporate,"Purohit, Batta and Suri",Bangalore
8924,10350,28-07-2025,2535.72,Debit,Utilities,Credit Card,Retail,Parsa-Bali,Hyderabad
7313,10315,28-07-2025,7459.06,Debit,Travel,Credit Card,Retail,Johal-Kadakia,Chennai
8516,10011,28-07-2025,6235.4,Debit,Healthcare,UPI,Premium,Kohli-Bhakta,Mumbai
4144,10047,28-07-2025,42081.36,Credit,Electronics,Credit Card,Retail,Bedi-Prasad,Hyderabad
4092,10056,28-07-2025,2035.93,Debit,Shopping,UPI,Retail,Balasubramanian-Murty,Hyderabad
5811,10331,28-07-2025,4997.69,Debit,Travel,Debit Card,Retail,"Chatterjee, Pillai and Doshi",Hyderabad
3919,10422,28-07-2025,3167.93,Credit,Utilities,Debit Card,Premium,"Sinha, Setty and Murthy",Delhi
5856,10218,28-07-2025,9826.56,Debit,Shopping,Credit Card,Corporate,"Swamy, Batra and Chandran",Kolkata
2669,10317,28-07-2025,38236.89,Debit,Travel,Debit Card,Corporate,De-Sarraf,Pune
7446,10394,28-07-2025,36273.55,Debit,Electronics,Debit Card,Retail,Patla-Srivastava,Chennai
3853,10233,28-07-2025,31801.4,Debit,Electronics,Debit Card,Retail,"Ravel, Mandal and Tripathi",Bangalore
5972,10082,28-07-2025,3510.25,Debit,Shopping,UPI,Corporate,Krishnamurthy-Sahni,Hyderabad
4820,10017,28-07-2025,30908.31,Credit,Electronics,Credit Card,Corporate,"Agrawal, Bora and Saini",Delhi
8882,10386,28-07-2025,1938.78,Debit,Entertainment,Credit Card,Retail,Sachar-Sule,Hyderabad
3320,10005,28-07-2025,640.97,Debit,Food,Credit Card,Retail,Contractor Inc,Delhi
3326,10380,28-07-2025,2329.72,Debit,Utilities,UPI,Retail,"Sharaf, Vala and Patel",Mumbai
5834,10293,28-07-2025,23307.16,Debit,Electronics,UPI,Retail,"Hans, Bava and Bahri",Kolkata
1778,10111,28-07-2025,2469.21,Debit,Shopping,UPI,Retail,"Sarna, Sankaran and Nori",Delhi
5156,10068,28-07-2025,4864.01,Debit,Healthcare,Credit Card,Retail,Dey Group,Hyderabad
1538,10144,28-07-2025,2139.02,Debit,Utilities,Debit Card,Retail,"Muni, Mital and Ahluwalia",Chennai
568,10349,28-07-2025,23561.32,Debit,Electronics,Credit Card,Retail,Dara Inc,Kolkata
8387,10311,28-07-2025,3909.45,Debit,Entertainment,UPI,Retail,Bali-Edwin,Mumbai
4795,10243,28-07-2025,1841.3,Debit,Shopping,UPI,Retail,Mody-Virk,Kolkata
5174,10005,28-07-2025,392.96,Debit,Utilities,Credit Card,Retail,Mohanty-Saha,Kolkata
4788,10115,28-07-2025,18295.38,Credit,Travel,UPI,Retail,Mukhopadhyay LLC,Hyderabad
779,10341,28-07-2025,1510.06,Debit,Food,Net Banking,Corporate,"Palan, Lalla and Sridhar",Chennai
8155,10069,28-07-2025,16311.31,Debit,Travel,Net Banking,Retail,Chandran-Bali,Hyderabad
8481,10051,28-07-2025,2054.38,Debit,Travel,UPI,Retail,Sampath PLC,Delhi
1076,10170,28-07-2025,6702.71,Debit,Healthcare,Debit Card,Retail,Borah-Roy,Kolkata
3391,10020,28-07-2025,1953.62,Credit,Shopping,Debit Card,Retail,"Dara, Doctor and Mammen",Hyderabad
5630,10180,28-07-2025,163.95,Debit,Food,Debit Card,Retail,Grewal-Grewal,Delhi
1505,10268,28-07-2025,2210.88,Debit,Shopping,UPI,Retail,Butala Group,Bangalore
1363,10308,28-07-2025,804.11,Debit,Food,Debit Card,Premium,Mannan and Sons,Chennai
1300,10075,28-07-2025,16115.85,Debit,Healthcare,Credit Card,Premium,"Shere, Anne and Sarraf",Bangalore
7826,10177,28-07-2025,699.71,Debit,Food,UPI,Retail,"Kale, Johal and Sheth",Chennai
8521,10449,29-07-2025,7058.69,Debit,Healthcare,UPI,Retail,Ram-Khurana,Pune
3503,10178,29-07-2025,49870.18,Debit,Electronics,Debit Card,Retail,Bandi Ltd,Mumbai
3302,10173,29-07-2025,74801.36,Debit,Electronics,Credit Card,Premium,Bhatti Inc,Chennai
3170,10220,29-07-2025,3515.28,Debit,Utilities,Credit Card,Corporate,Badami Inc,Mumbai
3161,10110,29-07-2025,1498.58,Debit,Utilities,UPI,Retail,"Ghose, Jaggi and Tripathi",Mumbai
8762,10095,29-07-2025,10234.84,Credit,Healthcare,UPI,Retail,Malhotra-Viswanathan,Pune
6148,10336,29-07-2025,4039.78,Credit,Shopping,UPI,Premium,"More, Tella and Char",Mumbai
4775,10091,29-07-2025,1548.12,Debit,Entertainment,UPI,Retail,Majumdar-Cherian,Kolkata
5731,10301,29-07-2025,5009.17,Debit,Entertainment,Credit Card,Premium,Raval-Bhattacharyya,Chennai
8117,10030,29-07-2025,27752.48,Debit,Healthcare,Credit Card,Corporate,Mahal Ltd,Pune
4526,10202,29-07-2025,2433.53,Debit,Shopping,UPI,Retail,"Sengupta, Sampath and Dhingra",Mumbai
1250,10181,29-07-2025,13099.71,Debit,Travel,Debit Card,Retail,Mani Group,Chennai
2087,10171,29-07-2025,690.25,Debit,Entertainment,Credit Card,Retail,Kakar-Contractor,Bangalore
4346,10205,29-07-2025,867.93,Debit,Food,Debit Card,Corporate,"Ahuja, Deshmukh and Bhargava",Mumbai
3992,10236,29-07-2025,1450.07,Debit,Shopping,Credit Card,Retail,Mohan-Chaudhari,Mumbai
7216,10277,29-07-2025,32524.51,Credit,Travel,Credit Card,Corporate,Chahal-Pal,Hyderabad
8172,10400,29-07-2025,3269.47,Debit,Entertainment,Net Banking,Retail,"Mannan, Choudhary and Pathak",Mumbai
2509,10213,29-07-2025,19171.57,Debit,Healthcare,Debit Card,Premium,Tiwari-Pal,Kolkata
324,10040,29-07-2025,1335.76,Debit,Entertainment,UPI,Retail,Bhasin PLC,Bangalore
4438,10163,29-07-2025,6031.37,Credit,Shopping,UPI,Premium,Bava Group,Bangalore
6269,10119,30-07-2025,1118.28,Debit,Utilities,Debit Card,Retail,Ben-Agarwal,Delhi
4798,10375,30-07-2025,16096.91,Debit,Travel,Net Banking,Retail,Nayar-Rao,Bangalore
4599,10413,30-07-2025,22050.29,Credit,Electronics,UPI,Retail,"Prasad, Aurora and Ganguly",Hyderabad
4915,10429,30-07-2025,1248.03,Debit,Shopping,UPI,Retail,Yogi-Suri,Bangalore
4902,10003,30-07-2025,1606.42,Debit,Utilities,UPI,Retail,"Narayanan, Singhal and Rajagopal",Mumbai
4941,10262,30-07-2025,8153.28,Debit,Travel,UPI,Retail,"Raj, Sen and Balay",Kolkata
5473,10233,30-07-2025,1383.13,Debit,Healthcare,Net Banking,Retail,Korpal Ltd,Delhi
6118,10161,30-07-2025,7426.6,Debit,Shopping,UPI,Premium,Majumdar-Suresh,Kolkata
521,10116,30-07-2025,2498.28,Debit,Entertainment,Credit Card,Retail,Goswami Inc,Kolkata
7270,10085,30-07-2025,8389.91,Debit,Travel,UPI,Retail,Kalita PLC,Pune
546,10027,30-07-2025,1267.04,Debit,Utilities,Debit Card,Retail,"Johal, Ratti and Luthra",Pune
668,10142,30-07-2025,733.84,Debit,Utilities,Credit Card,Retail,Loyal Ltd,Mumbai
755,10059,30-07-2025,296.24,Debit,Food,UPI,Premium,"Srivastava, Singhal and Raju",Kolkata
8153,10375,30-07-2025,1022.46,Debit,Entertainment,UPI,Premium,Ramakrishnan Ltd,Mumbai
8090,10443,30-07-2025,13321.56,Debit,Healthcare,Debit Card,Retail,Vasa-Bakshi,Chennai
7866,10171,30-07-2025,3900.64,Debit,Entertainment,UPI,Retail,Patla-Tiwari,Pune
7272,10085,30-07-2025,9666.22,Debit,Entertainment,UPI,Corporate,Setty PLC,Kolkata
6308,10201,30-07-2025,535.71,Debit,Food,UPI,Premium,Narayanan-Saha,Mumbai
2608,10168,30-07-2025,1045.66,Debit,Utilities,Credit Card,Retail,"Anand, De and Karpe",Bangalore
8853,10211,30-07-2025,120.3,Debit,Food,UPI,Retail,Patil Ltd,Hyderabad
6840,10158,30-07-2025,48497.04,Debit,Electronics,Credit Card,Retail,Upadhyay-Kade,Delhi
5207,10057,30-07-2025,16433.12,Debit,Travel,UPI,Retail,Doctor-Toor,Pune
8561,10360,30-07-2025,760.43,Credit,Utilities,UPI,Retail,Savant-Mann,Mumbai
3387,10034,30-07-2025,6381.14,Debit,Travel,Net Banking,Retail,"Andra, Joshi and Oak",Bangalore
6504,10019,30-07-2025,3468.55,Debit,Electronics,Debit Card,Retail,"Sandhu, Keer and Mahajan",Delhi
6560,10273,30-07-2025,7197.43,Debit,Shopping,Credit Card,Premium,Anne Inc,Pune
9133,10275,30-07-2025,11374.68,Debit,Travel,Debit Card,Retail,Rattan-Soman,Delhi
